"mietekalt","qm_Preis","wohnflaeche","alter","objektzustand","zimmeranzahl","balkon","einbaukueche","keller","ausstattung","ausstattung_kat","aufzug","gaestewc","garten","heizungsart","barrierefrei","Einstellungsdatum","Einstellungsmonat"
520,7.87878799438477,66,56,5,2,1,1,1,1,2,0,0,1,13,0,2019-09-01,"09"
520,7.64705896377563,68,28,7,3,1,1,1,1,1,0,1,0,4,0,2019-02-01,"02"
630,8.18181800842285,77,94,7,3,1,0,1,0,0,0,0,0,3,0,2019-03-01,"03"
309,7.02272748947144,44,89,7,2,0,0,1,0,0,0,0,0,3,0,2019-02-01,"02"
365.05,7.44999980926514,49,50,NA,2,1,0,1,0,0,1,0,0,13,0,2019-11-01,"11"
790,9.1860466003418,86,117,5,4,1,0,1,1,1,0,0,1,3,0,2019-07-01,"07"
558.7,7.55000019073486,74,NA,6,3,1,0,1,1,2,0,0,0,6,0,2019-01-01,"01"
670,7.52809000015259,89,41,6,3,1,0,1,1,1,0,1,0,13,0,2019-06-01,"06"
345,7.66666650772095,45,42,NA,2,0,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
1250,10,125,4,3,4,1,0,1,1,2,0,1,0,5,0,2019-07-01,"07"
400,8,50,NA,NA,2,1,1,1,0,0,0,0,0,NA,0,2019-09-01,"09"
455,8.40413761138916,54.1399993896484,64,NA,3,0,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
360,6,60,56,7,3,0,0,1,1,1,0,0,1,13,0,2019-12-01,"12"
370,12.3333330154419,30,NA,NA,1.5,0,0,0,0,0,0,0,1,13,0,2019-08-01,"08"
343.52,8.99031734466553,38.2099990844727,61,NA,1,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
520,8,65,64,7,3,1,0,1,1,1,0,0,0,3,0,2019-12-01,"12"
510,6.21951198577881,82,NA,7,3,0,0,1,1,1,0,0,1,NA,0,2019-05-01,"05"
750,10,75,3,3,2,1,1,1,1,2,0,0,0,6,0,2019-02-01,"02"
380,5.99369049072266,63.4000015258789,49,7,2,1,0,1,0,0,0,0,1,13,0,2019-04-01,"04"
360,5.14285707473755,70,108,7,2,0,0,1,1,1,0,0,0,3,0,2019-06-01,"06"
431.36,8.89952564239502,48.4700012207031,62,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
250,6.5789475440979,38,114,7,2,1,1,0,1,2,0,0,0,13,0,2018-08-01,"08"
470,7.46031761169434,63,24,7,2,1,0,1,1,1,0,0,0,13,0,2019-09-01,"09"
350,7.14285707473755,49,52,NA,2,1,1,1,1,1,0,0,1,6,0,2019-02-01,"02"
500,6.49350643157959,77,45,7,3,1,0,1,1,1,0,0,0,13,0,2019-07-01,"07"
995,10.3645830154419,96,4,7,3,1,0,1,0,0,1,1,0,4,0,2019-09-01,"09"
650,8.66666698455811,75,24,6,3,1,1,1,1,2,0,1,1,3,0,2019-09-01,"09"
270,7.94117641448975,34,44,7,1,1,1,1,1,1,0,0,1,13,0,2019-04-01,"04"
820,8.28282833099365,99,NA,6,3,1,1,1,1,2,0,1,0,13,0,2019-02-01,"02"
275,11,25,64,NA,1,0,0,1,1,1,0,0,0,4,0,2019-11-01,"11"
420,6.05100107192993,69.4100036621094,61,NA,3,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
350,7.14285707473755,49,37,7,2,0,0,1,1,1,0,0,0,NA,0,2019-10-01,"10"
980,9.51456356048584,103,26,3,3.5,1,1,1,1,2,0,0,0,6,0,2019-06-01,"06"
390,9.75,40,NA,NA,2,0,1,1,0,0,0,0,0,NA,0,2019-07-01,"07"
432,7.19999980926514,60,NA,7,2.5,1,0,1,1,1,0,0,1,3,0,2019-07-01,"07"
450,9.78260898590088,46,62,5,1,0,0,1,0,0,0,0,0,4,0,2019-11-01,"11"
301.38,4.93014860153198,61.1300010681152,38,NA,2,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
438.63,7.755126953125,56.560001373291,60,NA,2,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
900,10.062611579895,89.4400024414062,5,3,3,1,0,1,1,2,1,1,0,5,1,2019-04-01,"04"
545,7.89855051040649,69,NA,NA,2.5,1,1,1,0,0,0,0,1,NA,0,2019-04-01,"04"
990,9,110,25,7,4,1,1,1,0,0,0,0,0,13,0,2019-12-01,"12"
630,7.07865190505981,89,NA,NA,3,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
210,7.77777767181396,27,30,7,2,0,1,0,1,1,0,0,0,6,0,2019-09-01,"09"
1068,7.02631568908691,152,NA,NA,5,1,1,1,0,0,0,1,0,NA,0,2019-07-01,"07"
352.66,4.57999992370605,77,45,NA,3,1,0,1,0,0,1,0,0,13,0,2019-11-01,"11"
570,7.21518993377686,79,9,6,3,1,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
636,8.25973987579346,77,52,NA,3,1,0,1,0,0,0,0,0,13,0,2019-12-01,"12"
290,7.63157892227173,38,54,7,1,0,0,0,0,0,0,0,0,13,0,2019-04-01,"04"
880,6.76923084259033,130,35,6,3,1,0,1,1,2,0,1,1,NA,0,2019-10-01,"10"
440,7.85714292526245,56,30,3,1.5,0,1,1,1,1,0,0,0,13,0,2019-07-01,"07"
457.16,4.95996522903442,92.1699981689453,13,NA,4,1,0,1,1,1,0,0,0,13,0,2019-10-01,"10"
550,7.43243265151978,74,56,2,2.5,1,1,1,1,1,0,0,0,6,0,2019-06-01,"06"
420,9.0128755569458,46.5999984741211,68,4,2,0,1,1,1,2,0,0,0,13,0,2019-08-01,"08"
425,7.08333349227905,60,50,6,2,0,0,0,0,0,0,0,0,13,0,2018-12-01,"12"
446.58,7.55378913879395,59.1199989318848,69,NA,3,0,0,0,0,0,0,0,0,3,0,2019-07-01,"07"
1800,12.8571424484253,140,NA,7,7,1,1,1,1,2,1,1,0,4,1,2019-06-01,"06"
455,6.5,70,58,NA,3,0,0,0,0,0,0,0,0,NA,0,2019-07-01,"07"
400,7.54716968536377,53,NA,NA,2,0,1,1,0,0,0,0,0,NA,0,2019-07-01,"07"
480,9.41176509857178,51,NA,NA,2,0,1,1,1,1,0,0,1,NA,0,2019-01-01,"01"
525,5.83333349227905,90,NA,5,3,0,0,1,1,1,0,0,1,10,0,2019-05-01,"05"
490,9.97963333129883,49.0999984741211,2,3,2,1,0,1,1,2,0,0,0,5,0,2019-11-01,"11"
450,6.92307710647583,65,64,8,2,1,1,1,1,1,0,0,1,13,0,2019-01-01,"01"
299,8.54285717010498,35,28,3,1.5,1,0,1,1,2,0,0,0,6,0,2019-05-01,"05"
607,9.59835529327393,63.2400016784668,63,NA,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
391,7.37735843658447,53,69,7,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
460,8.2142858505249,56,48,2,2,1,0,1,1,2,1,0,0,13,0,2019-04-01,"04"
1150,10.9523811340332,105,NA,NA,3,1,0,1,0,0,1,0,1,NA,0,2019-04-01,"04"
625,12.2549018859863,51,59,5,2,1,1,1,1,2,0,0,0,4,0,2019-07-01,"07"
366.68,6.58785486221313,55.6599998474121,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
360,9,40,47,7,1,0,1,0,1,1,0,0,1,10,0,2019-09-01,"09"
396,5.74329233169556,68.9499969482422,56,NA,3,1,0,1,0,0,0,0,0,4,0,2019-03-01,"03"
600,10,60,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-09-01,"09"
500,7.46268653869629,67,NA,NA,2,1,1,1,0,0,0,0,0,NA,0,2019-11-01,"11"
529.45,8.13037395477295,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-05-01,"05"
410,7.32142877578735,56,51,7,2.5,0,1,0,1,1,0,0,0,13,0,2019-01-01,"01"
545,8.79032230377197,62,NA,7,2.5,0,1,1,1,1,0,0,1,3,0,2019-11-01,"11"
430,7.41379308700562,58,NA,4,2,0,0,0,0,0,0,0,0,4,0,2019-08-01,"08"
470,5.16483497619629,91,50,7,3,1,0,1,1,1,0,0,0,13,0,2019-06-01,"06"
480,8,60,58,5,2,0,0,0,0,0,0,0,0,3,0,2019-01-01,"01"
296,8.45714282989502,35,54,3,1,0,0,1,1,1,0,0,0,NA,0,2019-12-01,"12"
505,7.76923084259033,65,61,7,3,1,1,0,1,1,0,0,0,13,0,2019-09-01,"09"
366,6.2033896446228,59,53,NA,2,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
590,7.375,80,55,6,3,1,0,1,1,1,1,0,0,13,0,2019-03-01,"03"
250,8.33333301544189,30,100,7,1,0,1,1,1,1,0,0,1,3,0,2019-11-01,"11"
485,9.69999980926514,50,NA,4,3,0,0,1,1,1,0,0,1,6,0,2019-06-01,"06"
390,7.80000019073486,50,NA,7,2,0,1,0,1,1,0,0,0,NA,0,2019-06-01,"06"
850,13.709677696228,62,1,1,2,1,1,1,1,2,0,1,1,5,0,2019-07-01,"07"
447,7.82426023483276,57.1300010681152,64,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
540,6,90,48,6,3,1,0,1,1,1,0,0,0,13,0,2019-07-01,"07"
395,6.07692289352417,65,64,6,3,0,0,1,1,1,0,0,0,3,0,2019-07-01,"07"
630,6.96902656555176,90.4000015258789,27,7,2,0,1,0,1,1,0,0,0,4,0,2019-09-01,"09"
471.5,5.75,82,NA,7,3,1,0,1,1,1,0,0,0,13,0,2019-06-01,"06"
600,7.64331197738647,78.5,43,6,3,1,0,1,0,0,0,0,0,3,0,2019-07-01,"07"
260,6.5,40,NA,NA,1,0,0,1,0,0,0,0,0,NA,0,2019-01-01,"01"
405.05,5.02980279922485,80.5299987792969,38,NA,3,1,0,1,0,0,0,0,0,13,1,2019-11-01,"11"
850,10,85,92,6,3,1,0,1,0,0,0,0,0,4,0,2019-09-01,"09"
400,7.27272748947144,55,NA,NA,2,0,1,1,0,0,0,0,1,NA,0,2019-10-01,"10"
465,8.3035717010498,56,120,6,1.5,0,1,0,1,2,0,0,0,6,1,2018-08-01,"08"
545,8.25757598876953,66,56,NA,3,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
475,7.19696950912476,66,50,7,3,0,1,0,0,0,0,0,0,13,0,2019-07-01,"07"
350,6.60252809524536,53.0099983215332,90,NA,2,1,0,1,0,0,0,0,0,4,0,2019-03-01,"03"
500,7.8125,64,NA,NA,4,1,1,0,1,1,0,0,0,NA,0,2019-01-01,"01"
570,7.80821895599365,73,50,5,3,1,0,1,1,1,1,0,0,13,0,2018-12-01,"12"
350,6.61000919342041,52.9500007629395,90,NA,2,0,0,1,0,0,0,0,0,4,0,2019-05-01,"05"
540,9.47368431091309,57,NA,NA,2,1,1,1,0,0,1,0,1,NA,0,2019-03-01,"03"
491.67,8.65007019042969,56.8400001525879,51,NA,2,1,0,1,0,0,0,0,0,3,0,2019-11-01,"11"
400,11.1111106872559,36,60,2,2,0,1,1,1,1,0,0,0,3,0,2019-10-01,"10"
370,6.72727251052856,55,68,7,3,0,1,0,0,0,0,0,0,3,0,2019-02-01,"02"
520,7.02702713012695,74,46,7,2,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
470,7.70491790771484,61,NA,6,2.5,0,1,0,1,2,0,0,1,4,0,2019-05-01,"05"
950,9.69387722015381,98,12,3,3,1,0,1,1,2,1,1,0,5,0,2019-11-01,"11"
594.51,8.92523670196533,66.6100006103516,60,NA,3,1,0,1,0,0,0,0,0,13,1,2018-11-01,"11"
750,5.76923084259033,130,72,NA,4.5,0,1,1,1,1,0,0,0,NA,0,2019-12-01,"12"
602.62,8.44005584716797,71.4000015258789,57,NA,3,1,0,1,0,0,0,0,0,3,0,2019-02-01,"02"
566.53,8.5051794052124,66.6100006103516,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
371.63,7.50010108947754,49.5499992370605,24,7,1,0,0,1,1,1,1,0,0,4,1,2019-05-01,"05"
692,7.42011547088623,93.2600021362305,48,5,4,1,0,1,1,2,0,0,0,3,0,2019-06-01,"06"
495.76,8.76520442962646,56.560001373291,60,NA,2,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
318.75,5.07806253433228,62.7700004577637,44,NA,2,1,0,1,0,0,1,0,0,13,0,2019-09-01,"09"
600,6,100,94,NA,4,0,0,1,0,0,0,0,1,3,0,2019-03-01,"03"
510,8.5,60,6,7,3,0,0,0,1,1,0,0,0,6,0,2019-04-01,"04"
840,7.70642185211182,109,35,7,4,1,1,1,1,2,0,1,0,13,0,2019-01-01,"01"
513.91,7.71520805358887,66.6100006103516,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
536.69,8.24028873443604,65.129997253418,60,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
545,6.98717927932739,78,9,5,2.5,0,0,0,1,2,0,0,1,13,0,2019-07-01,"07"
760,7.59999990463257,100,27,7,3,1,0,1,1,1,0,1,0,13,0,2019-11-01,"11"
546,7.80000019073486,70,56,NA,3,1,0,1,0,0,1,0,0,13,0,2019-11-01,"11"
554,8.39393901824951,66,56,NA,3.5,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
523.65,8.66826725006104,60.4099998474121,62,NA,2.5,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
473.88,7.53865718841553,62.8600006103516,62,NA,3,0,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
570,8.50746250152588,67,56,6,3,1,0,1,1,2,0,0,0,13,0,2019-04-01,"04"
320,5.61403512954712,57,NA,NA,2,1,0,0,0,0,0,0,0,NA,0,2019-01-01,"01"
594.12,8.58679008483887,69.1900024414062,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
594,8.62995719909668,68.8300018310547,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
549.8,8.22438335418701,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
630,8.39999961853027,75,108,NA,3,1,0,1,0,0,0,0,0,4,0,2019-11-01,"11"
395,7.5961537361145,52,35,4,2,1,1,1,1,2,0,0,0,13,0,2019-11-01,"11"
569.33,8.20005798339844,69.4300003051758,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-11-01,"11"
700,11.6666669845581,60,65,7,2,1,0,1,1,2,0,0,0,13,0,2019-03-01,"03"
424.12,6.34435319900513,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
588.28,8.51715660095215,69.0699996948242,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
1380,10.375940322876,133,20,NA,3,1,0,0,0,0,0,0,0,6,0,2019-02-01,"02"
514.92,7.89996910095215,65.1800003051758,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
670,8.27160453796387,81,93,2,2.5,0,1,1,1,2,0,0,0,13,0,2018-11-01,"11"
477.79,8.6010799407959,55.5499992370605,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
461,4.9021692276001,94.0400009155273,45,NA,4,1,0,1,0,0,0,0,0,6,0,2019-02-01,"02"
400,8.88888931274414,45,55,7,1,0,1,1,1,1,0,0,0,4,0,2019-09-01,"09"
549,6.38372087478638,86,49,7,4,0,0,1,1,1,0,0,0,13,0,2019-02-01,"02"
558.89,8.58246231079102,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
388.77,5.970055103302,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
458.8,6.19999980926514,74,50,7,3,1,0,1,1,1,0,0,0,NA,0,2019-09-01,"09"
529.45,8.13037395477295,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
535.66,8.53913593292236,62.7299995422363,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
556.8,8.550368309021,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
993.6,9.19999980926514,108,1,1,3,1,0,1,1,2,0,1,1,5,0,2019-11-01,"11"
780,9.06976699829102,86,107,7,3,1,1,1,1,2,0,1,0,13,0,2019-09-01,"09"
1115,9.52991485595703,117,6,3,4,1,1,1,1,2,0,1,1,13,0,2019-07-01,"07"
529.45,8.13037395477295,65.120002746582,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
560,9.33333301544189,60,6,3,2,1,1,1,1,2,1,0,1,5,1,2019-10-01,"10"
1240,8.49315071105957,146,106,2,4,1,0,1,1,2,0,0,0,4,0,2019-06-01,"06"
599,6.65555572509766,90,49,7,4,0,0,0,0,0,0,0,0,13,0,2019-11-01,"11"
520,12.7984247207642,40.6300010681152,NA,NA,1,1,0,1,0,0,1,0,0,NA,1,2019-06-01,"06"
400,14.2857141494751,28,48,7,1,1,1,0,0,0,0,0,1,13,0,2019-11-01,"11"
580.25,8.90227031707764,65.1800003051758,61,NA,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
465,10.3333330154419,45,NA,6,2,0,0,0,0,0,0,0,0,6,0,2019-06-01,"06"
506,9.06810092926025,55.7999992370605,64,NA,3,0,0,1,0,0,0,0,0,13,0,2019-04-01,"04"
447.52,7.22155857086182,61.9700012207031,25,7,2.5,1,0,0,0,0,0,0,0,13,0,2019-05-01,"05"
428,6.00112152099609,71.3199996948242,56,NA,3,1,0,1,0,0,0,0,0,4,0,2019-02-01,"02"
594.59,5.32882213592529,111.580001831055,2,1,5,1,0,1,1,1,1,0,0,5,0,2019-12-01,"12"
635,6.97802209854126,91,58,7,3,1,0,1,1,1,0,0,0,13,0,2019-04-01,"04"
280,14,20,65,NA,1,0,1,0,0,0,0,0,0,13,0,2019-01-01,"01"
470,8.10344791412354,58,62,5,2,1,1,1,1,2,0,0,0,4,0,2019-07-01,"07"
382,6.23877191543579,61.2299995422363,91,NA,2,1,0,1,0,0,0,0,0,4,0,2019-06-01,"06"
370,6.16666650772095,60,54,6,2,0,0,1,1,1,0,0,0,6,0,2017-07-01,"07"
400,14.2857141494751,28,48,7,1,1,1,0,0,0,0,0,1,13,0,2019-12-01,"12"
515,7.92307710647583,65,38,6,2,1,0,1,1,2,0,1,0,13,0,2019-04-01,"04"
525,17.5,30,NA,7,1,0,1,0,1,1,0,0,0,6,0,2019-07-01,"07"
1150,7.46268606185913,154.100006103516,18,NA,4,1,0,1,1,2,1,0,0,13,0,2019-07-01,"07"
570,7.59999990463257,75,127,7,2,0,1,0,0,0,0,0,0,13,0,2019-03-01,"03"
433,9.41304302215576,46,81,7,2,0,1,0,1,2,0,0,0,13,0,2019-06-01,"06"
710,9.46666622161865,75,26,7,3,1,1,1,1,1,0,0,1,13,0,2019-01-01,"01"
443.6,8.05227851867676,55.0900001525879,66,NA,2,0,0,1,0,0,0,0,1,13,0,2019-03-01,"03"
402.5,5.24225044250488,76.7799987792969,25,7,3,1,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
482,8.76363658905029,55,52,NA,2,1,0,1,0,0,0,0,0,13,0,2019-05-01,"05"
227,6.00687980651855,37.7900009155273,69,NA,2,0,0,1,0,0,0,0,0,3,0,2019-09-01,"09"
790,9.875,80,2,1,2,1,0,1,0,0,1,0,0,5,1,2018-12-01,"12"
775,7.45192289352417,104,50,7,4,1,1,1,1,1,0,1,1,3,0,2019-07-01,"07"
263.5,4.25,62,46,7,2,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
491,5.81753540039062,84.4000015258789,54,NA,4,1,0,1,0,0,0,0,0,4,0,2019-05-01,"05"
490,14.6268653869629,33.5,31,6,1,1,1,0,1,2,0,0,0,NA,0,2019-08-01,"08"
660,8.04878044128418,82,117,5,3,1,1,1,1,1,0,0,0,4,0,2019-08-01,"08"
590,8.52724361419678,69.1900024414062,62,NA,3,1,0,1,0,0,0,0,0,13,0,2018-12-01,"12"
740,7.32673263549805,101,10,3,3,0,0,0,0,0,0,0,0,13,0,2019-08-01,"08"
495,9.89999961853027,50,NA,3,2,0,1,1,1,2,0,0,1,13,0,2017-09-01,"09"
370,6.60714292526245,56,NA,NA,2,0,0,1,0,0,0,0,0,13,0,2019-08-01,"08"
315,7.68292665481567,41,NA,NA,2,1,1,1,0,0,0,0,0,NA,0,2019-02-01,"02"
1296,9.74436092376709,133,2,1,5,1,0,1,1,2,0,1,0,5,0,2019-11-01,"11"
490,6.33320379257202,77.370002746582,48,7,3,1,1,1,1,1,0,0,1,13,0,2019-10-01,"10"
620,7.20930242538452,86,23,3,3,1,1,1,0,0,0,0,0,3,0,2019-07-01,"07"
968,6.49664449691772,149,106,NA,6,1,0,1,0,0,0,0,0,NA,0,2019-10-01,"10"
379,7.01851844787598,54,69,7,3,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
460,10.9523811340332,42,120,3,1.5,0,1,0,1,2,1,0,0,4,0,2019-09-01,"09"
1396,10.4962406158447,133,2,1,5,1,0,1,1,2,0,0,0,5,0,2019-07-01,"07"
680,10,68,61,2,2,1,1,1,1,2,0,0,0,4,0,2019-09-01,"09"
675,6.75,100,NA,7,4,1,0,1,0,0,0,1,1,13,0,2019-03-01,"03"
790,7.97979784011841,99,NA,7,4,1,0,1,0,0,0,0,1,13,0,2019-10-01,"10"
675,6.30841112136841,107,17,7,4,1,0,1,1,1,0,0,0,6,0,2019-03-01,"03"
489,6.79166650772095,72,49,7,3,1,0,1,0,0,0,0,0,13,0,2019-03-01,"03"
395,11.6967725753784,33.7700004577637,2,3,1,0,0,0,1,2,1,0,0,4,1,2019-04-01,"04"
480,6.31578969955444,76,49,7,3.5,1,1,1,1,1,0,1,0,13,0,2019-08-01,"08"
800,9.5238094329834,84,99,7,3,0,0,1,1,2,0,0,0,13,0,2019-10-01,"10"
420,12,35,NA,NA,2,0,0,0,0,0,0,0,1,13,0,2019-01-01,"01"
493.8,7.73496246337891,63.8400001525879,58,NA,3,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
398,6.52352094650269,61.0099983215332,36,NA,2,0,1,1,0,0,0,0,0,6,0,2019-12-01,"12"
280,9.33333301544189,30,NA,4,1,0,1,0,1,2,0,0,0,6,0,2019-09-01,"09"
385,6.20967721939087,62,106,NA,3,0,0,1,0,0,0,0,0,6,0,2019-10-01,"10"
832.6,10,83.2600021362305,4,1,2,1,1,0,1,2,1,0,1,5,1,2019-09-01,"09"
320,7.44186067581177,43,77,6,3,0,0,0,0,0,0,1,0,3,0,2019-07-01,"07"
489,6.82865524291992,71.6100006103516,54,7,3,1,0,0,0,0,0,0,0,13,0,2019-04-01,"04"
531.19,5.5,96.5800018310547,45,7,3,1,0,1,0,0,1,1,0,13,0,2018-10-01,"10"
565,9.91228103637695,57,114,6,2,0,0,1,1,1,0,0,0,4,0,2019-02-01,"02"
890,9.46808528900146,94,3,3,3,1,0,0,1,2,1,0,1,5,1,2019-03-01,"03"
478.68,8.60007190704346,55.6599998474121,61,NA,2,1,0,1,0,0,0,0,0,13,0,2019-09-01,"09"
595,6.61111116409302,90,NA,7,3,1,1,1,1,1,0,0,0,6,0,2019-08-01,"08"
329,7.15217399597168,46,89,7,3,0,0,1,0,0,0,0,0,3,0,2019-07-01,"07"
450,8.1684513092041,55.0900001525879,108,6,2,0,0,1,1,1,0,0,1,13,0,2019-07-01,"07"
392.86,4.5787878036499,85.8000030517578,29,7,3,1,0,0,0,0,0,0,0,NA,0,2019-11-01,"11"
419,5.66216230392456,74,32,7,3,1,0,0,0,0,1,0,0,13,0,2019-08-01,"08"
980,10.2083330154419,96,4,NA,3,1,0,1,0,0,1,1,0,5,1,2019-09-01,"09"
470,7.63979196548462,61.5200004577637,57,2,3,1,0,0,0,0,0,0,0,4,0,2019-07-01,"07"
665,5.9375,112,68,NA,4,1,1,1,0,0,0,0,0,6,0,2019-07-01,"07"
540,8.307692527771,65,NA,NA,3,1,0,1,0,0,0,0,0,NA,0,2019-10-01,"10"
300,8.82352924346924,34,93,NA,1,0,0,1,0,0,0,0,0,13,0,2019-07-01,"07"
689,6.8824291229248,100.110000610352,27,7,3,1,1,1,1,1,1,1,1,NA,1,2019-07-01,"07"
250,5,50,NA,7,2,0,1,0,1,1,0,0,0,6,0,2019-01-01,"01"
580,7.43589735031128,78,60,6,3,1,1,1,1,2,0,0,0,13,0,2019-09-01,"09"
690,11.1290321350098,62,3,NA,2,1,1,1,0,0,1,0,0,5,0,2019-07-01,"07"
211,5.76030540466309,36.6300010681152,94,NA,1,0,0,1,0,0,0,0,0,4,0,2019-04-01,"04"
588,6.80004596710205,86.4700012207031,15,7,3.5,1,0,1,0,0,0,0,0,6,0,2019-01-01,"01"
273,5.67095994949341,48.1399993896484,91,5,3,0,0,1,0,0,0,0,0,3,0,2019-07-01,"07"
405.05,5.02980279922485,80.5299987792969,38,NA,3,1,0,1,0,0,0,0,0,13,0,2019-10-01,"10"
1295,9.45255470275879,137,41,7,4,1,0,1,1,2,0,0,0,13,0,2019-05-01,"05"
420,10.5,40,33,7,2,0,1,1,1,1,1,0,0,13,0,2019-08-01,"08"
410,5.46666669845581,75,NA,NA,2,0,1,0,0,0,0,0,0,NA,0,2019-09-01,"09"
393,5.28581047058105,74.3499984741211,63,7,4,1,0,1,0,0,0,0,0,3,0,2019-12-01,"12"
400,6.77966117858887,59,116,2,2.5,0,0,1,1,1,0,0,1,6,0,2019-11-01,"11"
534,7.52112674713135,71,55,NA,3,1,0,1,0,0,0,0,0,13,0,2019-06-01,"06"
405,6.75,60,NA,NA,2,0,1,1,0,0,0,0,1,6,0,2019-10-01,"10"
392.7,5.94999980926514,66,NA,NA,2,1,1,1,0,0,0,0,0,6,0,2019-10-01,"10"
476.27,7.12445783615112,66.8499984741211,62,NA,3,1,0,1,0,0,0,0,0,13,0,2019-02-01,"02"
357,4.7060375213623,75.8600006103516,91,NA,2,0,0,1,0,0,0,0,0,3,0,2019-06-01,"06"
650,6.5,100,26,NA,4,1,0,1,1,1,0,1,1,6,0,2019-06-01,"06"
280,8.75,32,55,2,2,0,1,0,0,0,0,0,0,13,0,2019-09-01,"09"
313.12,5.19873809814453,60.2299995422363,24,7,2,1,0,1,1,1,1,0,0,13,0,2019-09-01,"09"
640,6.95652151107788,92,82,5,4,1,0,1,1,1,0,0,0,3,0,2019-02-01,"02"
800,9.63855457305908,83,117,7,3,1,0,1,1,1,1,1,0,6,0,2019-12-01,"12"
450,9,50,24,3,2,1,1,1,1,2,1,0,0,6,1,2019-09-01,"09"
450,6.81818199157715,66,60,7,2,1,1,0,1,1,0,0,1,6,0,2019-02-01,"02"
815,10.0332384109497,81.2300033569336,38,1,2,1,0,1,1,2,0,0,0,5,0,2019-10-01,"10"
725,7.71276617050171,94,NA,NA,2.5,1,1,1,0,0,0,0,0,NA,0,2019-11-01,"11"
385,11,35,NA,NA,2.5,0,1,1,0,0,0,0,0,NA,0,2019-03-01,"03"
467.4,8.05862045288086,58,56,NA,2,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
277,5.89361715316772,47,68,NA,2,1,0,1,0,0,0,0,0,4,0,2019-11-01,"11"
400,7.692307472229,52,70,7,1.5,1,0,1,0,0,0,0,0,13,0,2019-01-01,"01"
630,10,63,NA,4,3,0,0,0,0,0,0,0,0,4,0,2019-04-01,"04"
755,6.29166650772095,120,35,7,5,1,0,1,1,1,0,1,0,13,0,2019-03-01,"03"
640,8.1012659072876,79,NA,NA,3,0,0,1,1,2,0,1,0,13,0,2019-03-01,"03"
580,5.63106775283813,103,58,NA,4,1,0,0,0,0,0,0,0,13,0,2019-03-01,"03"
539,8.00415802001953,67.3399963378906,28,7,3,1,0,0,0,0,0,0,0,13,0,2019-01-01,"01"
390,8.29787254333496,47,58,2,1.5,0,1,1,1,1,0,0,1,13,0,2019-06-01,"06"
